uf;municipio;escola;rede;TXApro_Total_2017;TXApro_1aSERIE_2017;TXApro_2aSERIE_2017;TXApro_3aSERIE_2017;TXApro_4aSERIE_2017;Indicador de Rendimento (P)_2017;TXApro_Total_2019;TXApro_1aSERIE_2019;TXApro_2aSERIE_2019;TXApro_3aSERIE_2019;TXApro_4aSERIE_2019;Indicador de Rendimento (P)_2019;TXApro_Total_2021;TXApro_1aSERIE_2021;TXApro_2aSERIE_2021;TXApro_3aSERIE_2021;TXApro_4aSERIE_2021;Indicador de Rendimento (P)_2021;TXApro_Total_2023;TXApro_1aSERIE_2023;TXApro_2aSERIE_2023;TXApro_3aSERIE_2023;TXApro_4aSERIE_2023;Indicador de Rendimento (P)_2023;saeb_Mat_2017;saeb_Port_2017;saeb_Media_padronizada_2017;saeb_Mat_2019;saeb_Port_2019;saeb_Media_padronizada_2019;saeb_Mat_2021;saeb_Port_2021;saeb_Media_padronizada_2021;saeb_Mat_2023;saeb_Port_2023;saeb_Media_padronizada_2023;IDEB_2017;IDEB_2019;IDEB_2021;IDEB_2023;Meta_2019;Meta_2021
SP;Sorocaba;SESI 123 CENTRO EDUCACIONAL;Privada;99.300;97.900;100.000;100.000;;0.993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Sorocaba;SESI 331 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Sorocaba;UIRAPURU COLEGIO;Privada;97.000;94.700;97.400;100.000;;0.973;;;;;;;;;;;;;;;;;;;398.400;338.460;7.352;;;;;;;;;;7.200;;;;7.300;7.400
SP;Sumaré;SESI 341 CENTRO EDUCACIONAL;Privada;98.700;96.800;98.400;100.000;;0.984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Suzano;ESCOLA SESI BETTY VAIDERGORN FEFFER;Privada;99.700;99.200;100.000;100.000;;0.997;;;;;;;;;;;;;;;;;;;314.270;301.350;5.615;;;;;;;;;;5.600;;;;5.800;6.000
SP;Tambaú;SESI 370 CENTRO EDUCACIONAL;Privada;98.700;96.600;100.000;100.000;;0.988;;;;;;;;;;;;;;;;;;;319.500;313.430;5.869;;;;;;;;;;5.800;;;;6.000;6.200
SP;Tatuí;SESI 024 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;325.420;326.760;6.152;;;;;;;;;;6.200;;;;6.300;6.500
SP;Taubaté;SESI 411 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;321.510;314.140;5.908;;;;;;;;;;5.900;;;;6.100;6.300
SP;Taubaté;OBJETIVO JUNIOR COLEGIO;Privada;96.200;89.500;100.000;100.000;;0.962;;;;;;;;;;;;;;;;;;;413.860;361.990;7.921;;;;;;;;;;7.600;;;;7.700;7.800
SP;Tremembé;SESI 033 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Valinhos;SESI 299 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;303.310;296.540;5.389;;;;;;;;;;5.400;;;;5.600;5.800
SP;Vinhedo;SESI 242 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP;Vinhedo;REDE DECISAO - UNIDADE VINHEDO;Privada;95.700;93.900;93.100;100.000;;0.956;;;;;;;;;;;;;;;;;;;365.570;348.060;7.034;;;;;;;;;;6.700;;;;6.900;7.000
SP;Votorantim;SESI 023 CENTRO EDUCACIONAL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;337.670;320.710;6.233;;;;;;;;;;6.200;;;;6.400;6.600
SP;Votuporanga;ESCOLA SESI NASSER MARAO FILHO;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;336.340;325.220;6.282;;;;;;;;;;6.300;;;;6.500;6.600
PR;Ampére;COLEGIO SESI AMPERE ENSINO MEDIO;Privada;94.100;93.300;100.000;90.900;;0.946;;;;;;;;;;;;;;;;;;;300.630;301.330;5.423;;;;;;;;;;5.100;;;;5.300;5.500
PR;Apucarana;COLEGIO SESI APUCARANA ENSINO FUNDAMENTAL E MEDIO;Privada;98.400;100.000;95.200;100.000;;0.983;;;;;;;;;;;;;;;;;;;295.500;295.900;5.269;;;;;;;;;;5.200;;;;5.400;5.600
PR;Arapongas;COLEGIO BOM JESUS MAE DO DIVINO AMOR;Privada;93.300;90.900;91.700;100.000;;0.940;;;;;;;;;;;;;;;;;;;371.270;336.260;6.938;;;;;;;;;;6.500;;;;6.700;6.800
PR;Araucária;COLEGIO BOM JESUS SAO VICENTE;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Assaí;SESI ASSAI COLEGIO DE ENSINO MEDIO;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;283.590;280.090;4.865;;;;;;;;;;4.900;;;;5.100;5.300
PR;Bandeirantes;COLEGIO SESI BANDEIRANTES;Privada;96.500;93.800;96.600;98.100;;0.961;;;;;;;;;;;;;;;;;;;287.940;278.720;4.906;;;;;;;;;;4.700;;;;4.900;5.100
PR;Bocaiúva do Sul;SESI BOCAIUVA DO SUL COLEGIO;Privada;96.100;90.000;100.000;97.400;;0.956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Braganey;MANOEL SOARES INST ED PASTOR EIEFM;Privada;91.200;88.900;93.900;90.900;;0.912;;;;;;;;;;;;;;;;;;;318.650;303.200;5.704;;;;;;;;;;5.200;;;;5.400;5.600
PR;Cambé;INSTITUTO NOSSA SENHORA AUXILIADORA;Privada;97.600;92.900;100.000;100.000;;0.975;;;;;;;;;;;;;;;;;;;354.210;327.750;6.571;;;;;;;;;;6.400;;;;6.600;6.700
PR;Cambé;COLEGIO SESI CAMBE;Privada;97.100;100.000;96.700;95.800;;0.975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Campo Largo;COLEGIO SESI PARANA ENSINO MEDIO;Privada;93.800;82.400;93.900;97.800;;0.909;;;;;;;;;;;;;;;;;;;293.150;286.210;5.091;;;;;;;;;;4.600;;;;4.800;5.100
PR;Campo Mourão;COLEGIO SESI CAMPO MOURAO ENSINO MEDIO;Privada;96.200;95.900;95.500;96.900;;0.961;;;;;;;;;;;;;;;;;;;314.570;305.250;5.677;;;;;;;;;;5.500;;;;5.700;5.800
PR;Capanema;COLEGIO SESI CAPANEMA ENSINO MEDIO;Privada;92.500;92.300;87.500;93.800;;0.911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Capitão Leônidas Marques;COLEGIO SESI CAPITAO LEONIDAS MARQUES;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Carambeí;COLEGIO SESI PR - CARAMBEI;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;270.720;258.580;4.363;;;;;;;;;;4.400;;;;4.600;4.800
PR;Cascavel;COLEGIO MARISTA DE CASCAVEL EI EF EM;Privada;96.800;91.500;100.000;100.000;;0.970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Cascavel;COLEGIO SESI PARANA ENSINO MEDIO;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;292.770;292.140;5.175;;;;;;;;;;5.200;;;;5.400;5.600
PR;Castro;COLEGIO INSTITUTO CRISTAO;Privada;91.200;79.600;92.100;100.000;;0.898;;;;;;;;;;;;;;;;;;;345.100;310.770;6.189;;;;;;;;;;5.600;;;;5.700;5.900
PR;Castro;COLEGIO SESI CASTRO;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;198.940;197.710;2.443;;;;;;;;;;2.400;;;;2.600;2.800
PR;Cianorte;COLEGIO DRUMMOND ENS FUNDAMENTAL E MEDIO;Privada;97.700;98.500;94.300;100.000;;0.975;;;;;;;;;;;;;;;;;;;346.940;325.780;6.439;;;;;;;;;;6.300;;;;6.400;6.600
PR;Cianorte;COLEGIO SESI CIANORTE ENSINO MEDIO;Privada;89.900;92.000;84.100;97.400;;0.908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Curitiba;COLEGIO BOM JESUS ED INFANTIL ENSINO FUNDAMENTAL E MEDIO SEDE;Privada;98.300;94.900;100.000;100.000;;0.982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Curitiba;ASSEIJ COLEGIO NOSSA SENHORA DO ROSARIO;Privada;94.700;91.800;96.300;100.000;;0.959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Curitiba;COLEGIO BOM JESUS NOSSA SENHORA DE LOURDES ED INF ENS FUND E MEDIO;Privada;97.600;95.800;97.500;100.000;;0.977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Curitiba;COLEGIO MARISTA PARANAENSE EI EF EM;Privada;94.400;93.800;89.200;100.000;;0.941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Curitiba;COLEGIO SAINT GERMAIN LTDA;Privada;97.700;94.100;100.000;100.000;;0.980;;;;;;;;;;;;;;;;;;;359.380;337.410;6.788;;;;;;;;;;6.600;;;;6.800;7.000
PR;Curitiba;COLEGIO SESC SAO JOSE;Privada;93.800;90.900;95.700;95.300;;0.939;;;;;;;;;;;;;;;;;;;326.560;310.100;5.918;;;;;;;;;;5.600;;;;5.800;5.900
PR;Curitiba;CURITIBA C ARQUIDIOC EM;Privada;96.900;92.300;97.700;100.000;;0.966;;;;;;;;;;;;;;;;;;;329.570;320.300;6.113;;;;;;;;;;5.900;;;;6.100;6.300
PR;Curitiba;COLEGIO SESI BOQUEIRAO EDUCACAO INFANTIL E ENSINO MEDIO;Privada;91.600;85.200;90.900;100.000;;0.916;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Curitiba;COLEGIO SESI CIC ENSINO FUNDAMENTAL E MEDIO;Privada;96.300;96.700;97.600;95.200;;0.965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Curitiba;COLEGIO SESI PORTAO EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO;Privada;94.000;90.000;94.900;100.000;;0.948;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Curitiba;COLEGIO AMPLACAO ED INFANTIL ENSINO FUNDAMENTAL E MEDIO LTDA;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;298.790;287.180;5.185;;;;;;;;;;5.200;;;;5.400;5.600
PR;Curitiba;COLEGIO SESI INTERNACIONAL DE CURITIBA ENSINO FUNDAMENTAL E MEDIO;Privada;98.700;97.800;98.800;100.000;;0.989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Curitiba;BOM JESUS DIVINA PROVIDENCIA COL EDUC INF ENS FUND E MEDIO;Privada;97.400;97.300;95.100;100.000;;0.974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Curitiba;COL OPET CENTRO CIVICO ED INF ENS FUND MEDIO;Privada;99.000;96.000;100.000;100.000;;0.986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Curitiba;COLEGIO DOM BOSCO BATEL;Privada;99.100;97.900;99.500;100.000;;0.991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Curitiba;COLEGIO SESI FESP ENSINO MEDIO;Privada;97.200;96.700;94.600;100.000;;0.970;;;;;;;;;;;;;;;;;;;295.160;293.550;5.229;;;;;;;;;;5.100;;;;5.300;5.500
PR;Dois Vizinhos;MASTER C EF M;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;308.790;317.500;5.779;;;;;;;;;;5.800;;;;6.000;6.100
PR;Dois Vizinhos;COLEGIO SESI DOIS VIZINHOS ENSINO MEDIO;Privada;92.300;92.300;91.200;93.500;;0.923;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Foz do Iguaçu;COC SEMEADOR C - EM;Privada;94.300;86.100;98.300;100.000;;0.944;;;;;;;;;;;;;;;;;;;345.390;326.760;6.432;;;;;;;;;;6.100;;;;6.200;6.400
PR;Foz do Iguaçu;COLEGIO SESI FOZ DO IGUACU ENSINO MEDIO;Privada;97.300;98.000;95.700;98.000;;0.972;;;;;;;;;;;;;;;;;;;295.600;297.820;5.300;;;;;;;;;;5.200;;;;5.400;5.600
PR;Francisco Beltrão;COLEGIO SESI EDUACAO INFANTIL E ENSINO MEDIO;Privada;93.000;90.500;91.300;95.800;;0.925;;;;;;;;;;;;;;;;;;;298.570;298.090;5.345;;;;;;;;;;4.900;;;;5.100;5.400
PR;Guarapuava;COLEGIO IMPERATRIZ DONA LEOPOLDINA;Privada;88.900;91.700;75.000;100.000;;0.876;;;;;;;;;;;;;;;;;;;372.700;346.740;7.115;;;;;;;;;;6.200;;;;6.400;6.600
PR;Guarapuava;COLEGIO SESI GUARAPUAVA ENSINO MEDIO;Privada;95.000;91.700;93.300;98.700;;0.945;;;;;;;;;;;;;;;;;;;284.940;280.980;4.898;;;;;;;;;;4.600;;;;4.800;5.100
PR;Ibiporã;SESI COLEGIO IBIPORA;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Irati;COLEGIO SESI IRATI EDUCACAO INFANTIL E ENSINO MEDIO;Privada;97.700;94.200;100.000;98.200;;0.974;;;;;;;;;;;;;;;;;;;277.310;264.820;4.549;;;;;;;;;;4.400;;;;4.600;4.900
PR;Ivatuba;INSTITUTO ADVENTISTA PARANAENSE EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO;Privada;97.300;93.100;98.300;100.000;;0.970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Jacarezinho;ELO FORMACAO INTEGRAL C EF M;Privada;98.700;96.700;100.000;100.000;;0.989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Jaguariaíva;COLEGIO SESI JAGUARIAIVA;Privada;98.400;96.400;100.000;100.000;;0.988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Londrina;COLEGIO LONDRINENSE;Privada;96.800;97.200;93.100;100.000;;0.967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Londrina;COLEGIO UNIVERSITARIO ED INFANT ENS FUND E MEDIO;Privada;98.900;99.200;98.600;98.900;;0.989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Londrina;COLEGIO SESI LONDRINA - ENSINO MEDIO - UNIDADE I;Privada;94.700;86.300;94.400;99.300;;0.930;;;;;;;;;;;;;;;;;;;290.290;286.780;5.060;;;;;;;;;;4.700;;;;4.900;5.100
PR;Londrina;COLEGIO PGD - ED INF ENSINO FUNDAMENTAL E MEDIO;Privada;98.100;96.100;97.900;100.000;;0.980;;;;;;;;;;;;;;;;;;;370.820;345.390;7.068;;;;;;;;;;6.900;;;;7.100;7.200
PR;Londrina;ESCOLA ETICA SS LTDA;Privada;97.600;96.100;100.000;96.100;;0.974;;;;;;;;;;;;;;;;;;;317.270;318.130;5.908;;;;;;;;;;5.800;;;;5.900;6.100
PR;Marechal Cândido Rondon;MARTIN LUTHER C EVAN EDUC INF ENS FUND ENS MEDIO;Privada;91.800;89.500;94.100;92.300;;0.919;;;;;;;;;;;;;;;;;;;384.810;351.330;7.354;;;;;;;;;;6.800;;;;6.900;7.100
PR;Marechal Cândido Rondon;COLEGIO SESI MARECHAL CANDIDO RONDON EDUCACAO INFANTIL E ENSINO MEDIO;Privada;98.000;95.800;97.400;100.000;;0.977;;;;;;;;;;;;;;;;;;;319.240;311.300;5.833;;;;;;;;;;5.700;;;;5.900;6.100
PR;Maringá;PLATAO C EI EF M;Privada;99.400;98.400;100.000;100.000;;0.995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Maringá;COLEGIO OBJETIVO UNIDADE MARINGA;Privada;95.000;92.200;94.100;100.000;;0.953;;;;;;;;;;;;;;;;;;;341.620;321.530;6.301;;;;;;;;;;6.000;;;;6.200;6.400
PR;Maringá;COLEGIO BOM JESUS CARLOS DEMIA EIEFEM;Privada;83.300;69.600;90.900;100.000;;0.848;;;;;;;;;;;;;;;;;;;365.790;349.940;7.066;;;;;;;;;;6.000;;;;6.200;6.300
PR;Maringá;COLEGIO SESI PARANA ENSINO FUNDAMENTAL E MEDIO;Privada;96.200;94.200;96.800;97.100;;0.960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Nova Esperança;COLEGIO CORACAO DE JESUS - EIEFM;Privada;95.000;88.500;100.000;100.000;;0.958;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Palmas;COLEGIO SESI PARANA ENSINO MEDIO;Privada;96.300;96.300;91.400;100.000;;0.958;;;;;;;;;;;;;;;;;;;280.240;272.750;4.709;;;;;;;;;;4.500;;;;4.700;4.900
PR;Paranaguá;COLEGIO BOM JESUS NOSSA SENHORA DO ROSARIO ED INF ENS FUND E MEDIO;Privada;95.500;90.900;97.000;97.800;;0.951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Paranaguá;COLEGIO SESI PARANAGUA;Privada;91.500;84.800;97.500;90.500;;0.906;;;;;;;;;;;;;;;;;;;295.680;284.950;5.108;;;;;;;;;;4.600;;;;4.800;5.100
PR;Paranaguá;EVANGELICO JERUSALEM C EI EF M;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Paranavaí;COLEGIO SESI PARANAVAI ENSINO MEDIO;Privada;97.200;93.500;96.900;100.000;;0.967;;;;;;;;;;;;;;;;;;;292.220;292.980;5.180;;;;;;;;;;5.000;;;;5.200;5.400
PR;Pato Branco;COLEGIO SESI PATO BRANCO ENSINO MEDIO;Privada;95.300;91.700;97.500;97.200;;0.954;;;;;;;;;;;;;;;;;;;315.000;306.520;5.702;;;;;;;;;;5.400;;;;5.600;5.800
PR;Pinhais;COLEGIO SESI PINHAIS ENSINO MEDIO;Privada;95.000;92.900;95.100;96.500;;0.948;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Ponta Grossa;COLEGIO SESI PONTA GROSSA;Privada;95.000;88.000;96.100;98.300;;0.939;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Quatro Barras;SESI QUATRO BARRAS;Privada;91.800;86.900;92.300;95.700;;0.915;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Rio Branco do Sul;COLEGIO SESI RIO BRANCO DO SUL;Privada;91.700;100.000;86.700;92.600;;0.928;;;;;;;;;;;;;;;;;;;299.120;294.710;5.302;;;;;;;;;;4.900;;;;5.100;5.300
PR;Rio Negro;COLEGIO BOM JESUS SAO JOSE EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO;Privada;98.400;96.000;100.000;100.000;;0.986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Rio Negro;COLEGIO SESI PARANA RIO NEGRO ENSINO MEDIO;Privada;95.700;93.400;96.700;98.000;;0.960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Rolândia;COLEGIO BOM JESUS SANTO ANTONIO;Privada;95.800;96.600;89.300;100.000;;0.951;;;;;;;;;;;;;;;;;;;355.900;327.510;6.591;;;;;;;;;;6.300;;;;6.400;6.600
PR;Rolândia;COLEGIO SESI ROLANDIA - ENSINO MEDIO;Privada;95.500;100.000;91.200;97.400;;0.961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;São José dos Pinhais;BOM JESUS SAO JOSE DOS PINHAIS COL EDUC INFANTIL ENSINO FUNDAMENTAL E MEDIO;Privada;97.300;92.500;100.000;100.000;;0.974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;São José dos Pinhais;COLEGIO SESI AFONSO PENA ENSINO MEDIO;Privada;94.500;93.900;91.900;97.200;;0.943;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Telêmaco Borba;SESI TELEMACO BORBA;Privada;98.300;98.700;96.600;98.500;;0.979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Toledo;COLEGIO SESI TOLEDO;Privada;98.400;98.700;98.200;98.400;;0.984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Umuarama;COLEGIO SESI UMUARAMA EDUCACAO INFANTIL E ENSINO MEDIO;Privada;95.200;94.200;94.000;98.100;;0.954;;;;;;;;;;;;;;;;;;;312.040;299.750;5.559;;;;;;;;;;5.300;;;;5.500;5.700
PR;União da Vitória;COLEGIO SESI UNIAO DA VITORIA EDUCACAO INFANTIL ENSINO FUNDAMENTAL E MEDIO;Privada;94.100;95.200;90.000;96.200;;0.937;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PR;Wenceslau Braz;SAO TOMAZ DE AQUINO C EI EF M;Privada;99.000;100.000;100.000;97.400;;0.991;;;;;;;;;;;;;;;;;;;360.250;330.000;6.689;;;;;;;;;;6.600;;;;6.800;6.900
SC;Araquari;INSTITUTO ADVENTISTA DE ENSINO DE SANTA CATARINA;Privada;96.700;93.800;98.500;100.000;;0.974;;;;;;;;;;;;;;;;;;;337.920;334.200;6.439;;;;;;;;;;6.300;;;;6.400;6.600
SC;Balneário Camboriú;COLEGIO MARGIRUS;Privada;96.300;97.600;100.000;91.700;;0.963;;;;;;;;;;;;;;;;;;;294.850;294.620;5.241;;;;;;;;;;5.000;;;;5.300;5.500
SC;Blumenau;COLEGIO BOM JESUS SANTO ANTONIO;Privada;98.100;96.100;97.800;100.000;;0.979;;;;;;;;;;;;;;;;;;;388.910;350.830;7.404;;;;;;;;;;7.300;;;;7.400;7.500
SC;Brusque;COLEGIO SAO LUIZ;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;Brusque;COLEGIO CONSUL CARLOS RENAUX;Privada;97.400;92.700;98.700;100.000;;0.970;;;;;;;;;;;;;;;;;;;380.230;335.190;7.048;;;;;;;;;;6.800;;;;7.000;7.100
SC;Caçador;COLEGIO BOM JESUS AURORA;Privada;96.100;90.600;100.000;100.000;;0.967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;Chapecó;COLEGIO MARISTA SAO FRANCISCO EI EF EM;Privada;94.200;86.500;98.400;97.500;;0.938;;;;;;;;;;;;;;;;;;;392.060;343.220;7.334;;;;;;;;;;6.900;;;;7.000;7.200
SC;Chapecó;COLEGIO DINAMICO CHAPECO;Privada;90.900;87.900;94.800;89.800;;0.907;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;Concórdia;SENAI SC - CONCORDIA;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;329.520;310.140;5.960;;;;;;;;;;6.000;;;;6.100;6.300
SC;Criciúma;COLEGIO SATC;Privada;98.100;98.800;97.700;97.700;;0.981;;;;;;;;;;;;;;;;;;;332.610;304.210;5.915;;;;;;;;;;5.800;;;;6.000;6.200
SC;Criciúma;COLEGIO LEME LTDA;Privada;99.200;99.100;99.200;99.200;;0.992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;Florianópolis;COLEGIO BOM JESUS CORACAO DE JESUS;Privada;98.300;96.100;100.000;100.000;;0.987;;;;;;;;;;;;;;;;;;;370.760;342.670;7.027;;;;;;;;;;6.900;;;;7.100;7.200
SC;Florianópolis;ASAV - COLEGIO CATARINENSE;Privada;97.700;99.000;98.600;95.500;;0.977;;;;;;;;;;;;;;;;;;;355.870;334.110;6.689;;;;;;;;;;6.500;;;;6.700;6.800
SC;Florianópolis;COLEGIO DA LAGOA;Privada;97.300;93.300;100.000;100.000;;0.977;;;;;;;;;;;;;;;;;;;348.230;334.940;6.594;;;;;;;;;;6.400;;;;6.600;6.800
SC;Jaraguá do Sul;COLEGIO BOM JESUS DIVINA PROVIDENCIA;Privada;99.400;98.100;100.000;100.000;;0.994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;Joinville;ASSOCIACAO EDUCACIONAL LUTERANA BOM JESUS IELUSC;Privada;94.800;89.400;97.300;100.000;;0.953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;Joinville;INSTITUICAO ADVENTISTA SUL BRASILEIRA DE EDUCACAO;Privada;93.500;87.500;95.200;100.000;;0.939;;;;;;;;;;;;;;;;;;;349.710;330.940;6.555;;;;;;;;;;6.200;;;;6.300;6.500
SC;Joinville;CENTRO EDUCACIONAL CONEXAO;Privada;98.900;97.400;98.700;100.000;;0.987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;Lages;COLEGIO BOM JESUS DIOCESANO;Privada;95.600;96.400;94.000;96.200;;0.955;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;Lages;SENAI SC - LAGES;Privada;92.500;85.100;93.800;100.000;;0.926;;;;;;;;;;;;;;;;;;;319.070;298.320;5.637;;;;;;;;;;5.200;;;;5.400;5.600
SC;Pomerode;COLEGIO SINODAL DOUTOR BLUMENAU;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;356.630;334.950;6.713;;;;;;;;;;6.700;;;;6.900;7.000
SC;Porto União;PATRICIA ELAINE KREUZBERG SILVA E CIA LTDA - ME;Privada;98.300;100.000;100.000;95.200;;0.983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SC;Rio do Sul;COLEGIO DOM BOSCO;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;342.990;313.590;6.201;;;;;;;;;;6.200;;;;6.400;6.500
SC;Rio do Sul;INSTITUTO MARIA AUXILIADORA;Privada;98.100;97.400;100.000;96.900;;0.981;;;;;;;;;;;;;;;;;;;351.660;326.540;6.517;;;;;;;;;;6.400;;;;6.600;6.700
SC;São Bento do Sul;COLEGIO BOM JESUS SAO JOSE;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;374.980;340.930;7.060;;;;;;;;;;7.100;;;;7.200;7.300
SC;São Bento do Sul;COLEGIO DA UNIVILLE;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;362.910;332.330;6.762;;;;;;;;;;6.800;;;;6.900;7.100
SC;São Francisco do Sul;COLEGIO ADVENTISTA DE SAO FRANCISCO DO SUL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;332.750;323.610;6.207;;;;;;;;;;6.200;;;;6.400;6.500
SC;São Joaquim;EDUCANDARIO SANTA ISABEL;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;319.960;314.440;5.891;;;;;;;;;;5.900;;;;6.100;6.300
