uf;municipio;escola;rede;TXApro_Total_2017;TXApro_1aSERIE_2017;TXApro_2aSERIE_2017;TXApro_3aSERIE_2017;TXApro_4aSERIE_2017;Indicador de Rendimento (P)_2017;TXApro_Total_2019;TXApro_1aSERIE_2019;TXApro_2aSERIE_2019;TXApro_3aSERIE_2019;TXApro_4aSERIE_2019;Indicador de Rendimento (P)_2019;TXApro_Total_2021;TXApro_1aSERIE_2021;TXApro_2aSERIE_2021;TXApro_3aSERIE_2021;TXApro_4aSERIE_2021;Indicador de Rendimento (P)_2021;TXApro_Total_2023;TXApro_1aSERIE_2023;TXApro_2aSERIE_2023;TXApro_3aSERIE_2023;TXApro_4aSERIE_2023;Indicador de Rendimento (P)_2023;saeb_Mat_2017;saeb_Port_2017;saeb_Media_padronizada_2017;saeb_Mat_2019;saeb_Port_2019;saeb_Media_padronizada_2019;saeb_Mat_2021;saeb_Port_2021;saeb_Media_padronizada_2021;saeb_Mat_2023;saeb_Port_2023;saeb_Media_padronizada_2023;IDEB_2017;IDEB_2019;IDEB_2021;IDEB_2023;Meta_2019;Meta_2021
MG;Belo Horizonte;ESCOLA SESI EMILIA MASSANTI;Privada;89.700;83.300;86.700;100.000;;0.894;;;;;;;;;;;;;;;;;;;364.860;336.870;6.857;;;;;;;;;;6.100;;;;6.300;6.500
MG;Belo Horizonte;ESCOLA SESI MARIZA ARAUJO;Privada;89.000;84.900;86.000;100.000;;0.898;;;;;;;;;;;;;;;;;;;351.940;335.450;6.654;;;;;;;;;;6.000;;;;6.200;6.300
MG;Belo Horizonte;COLEGIO NOSSA SENHORA DAS DORES - UNIDADE POMPEIA;Privada;95.400;94.100;92.300;100.000;;0.954;;;;;;;;;;;;;;;;;;;336.910;315.280;6.141;;;;;;;;;;5.900;;;;6.000;6.200
MG;Belo Horizonte;COLEGIO FREDERICO OZANAM;Privada;88.600;76.300;96.200;100.000;;0.895;;;;;;;;;;;;;;;;;;;340.570;315.440;6.195;;;;;;;;;;5.500;;;;5.700;5.900
MG;Belo Horizonte;COLEGIO PITAGORAS CIDADE JARDIM;Privada;88.600;79.600;90.000;97.600;;0.884;;;;;;;;;;;;;;;;;;;381.160;356.140;7.374;;;;;;;;;;6.500;;;;6.700;6.800
MG;Belo Horizonte;COLEGIO FRANCISCANO SAGRADA FAMILIA;Privada;93.600;86.800;93.200;100.000;;0.930;;;;;;;;;;;;;;;;;;;355.100;339.350;6.757;;;;;;;;;;6.300;;;;6.500;6.600
MG;Belo Horizonte;ESCOLA SEB SAGRADO;Privada;93.900;90.700;92.600;100.000;;0.943;;;;;;;;;;;;;;;;;;;381.580;355.790;7.375;;;;;;;;;;7.000;;;;7.100;7.200
MG;Belo Horizonte;COLEGIO SANTA DOROTEIA;Privada;90.800;86.200;88.200;100.000;;0.911;;;;;;;;;;;;;;;;;;;392.570;355.550;7.526;;;;;;;;;;6.900;;;;7.000;7.100
MG;Belo Horizonte;COLEGUIUM - ENSINO FUNDAMENTAL E MEDIO;Privada;97.900;94.500;100.000;100.000;;0.981;;;;;;;;;;;;;;;;;;;388.970;351.520;7.415;;;;;;;;;;7.300;;;;7.400;7.500
MG;Belo Horizonte;COL CHROMOS SERRANO;Privada;95.900;94.400;92.300;100.000;;0.955;;;;;;;;;;;;;;;;;;;299.510;289.920;5.236;;;;;;;;;;5.000;;;;5.200;5.400
MG;Belo Horizonte;ESCOLA SEB UNIMASTER;Privada;91.800;83.700;95.500;100.000;;0.925;;;;;;;;;;;;;;;;;;;375.190;347.690;7.164;;;;;;;;;;6.600;;;;6.800;6.900
MG;Belo Horizonte;COLEGIO BERNOULLI;Privada;97.600;;;97.600;;0.976;;;;;;;;;;;;;;;;;;;418.190;372.860;8.145;;;;;;;;;;7.900;;;;8.000;8.100
MG;Belo Horizonte;COLEGUIUM;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;417.530;366.520;8.041;;;;;;;;;;8.000;;;;8.100;8.200
MG;Belo Horizonte;COLEGUIUM - UNIDADE GUTIERREZ III;Privada;87.900;82.100;88.000;96.300;;0.884;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;Borda da Mata;COLEGIO NOSSA SENHORA DO CARMO;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;348.440;316.100;6.315;;;;;;;;;;6.300;;;;6.500;6.600
MG;Caeté;NUCLEO COMUNITARIO EDUCACIONAL DE CAETE;Privada;93.200;82.600;100.000;100.000;;0.934;;;;;;;;;;;;;;;;;;;340.940;311.610;6.143;;;;;;;;;;5.700;;;;5.900;6.100
MG;Campanha;ESCOLA SAO JOAO;Privada;98.400;96.200;100.000;100.000;;0.987;;;;;;;;;;;;;;;;;;;341.140;324.420;6.337;;;;;;;;;;6.300;;;;6.400;6.600
MG;Caratinga;ESCOLA LIBER;Privada;97.400;93.100;100.000;100.000;;0.976;;;;;;;;;;;;;;;;;;;325.450;307.310;5.861;;;;;;;;;;5.700;;;;5.900;6.100
MG;Caratinga;ESCOLA PROFESSOR JAIRO GROSSI;Privada;92.100;93.800;93.900;87.500;;0.916;;;;;;;;;;;;;;;;;;;361.220;330.780;6.715;;;;;;;;;;6.200;;;;6.300;6.500
MG;Carmo do Rio Claro;INST EDUC CULT CARMO DO RIO CLARO;Privada;97.800;92.900;100.000;100.000;;0.975;;;;;;;;;;;;;;;;;;;348.650;339.490;6.668;;;;;;;;;;6.500;;;;6.700;6.800
MG;Contagem;ESCOLA SESI ALVIMAR CARNEIRO DE REZENDE;Privada;96.800;94.800;96.400;100.000;;0.970;;;;;;;;;;;;;;;;;;;367.430;327.810;6.757;;;;;;;;;;6.600;;;;6.700;6.900
MG;Contagem;ESCOLA SESI BENJAMIN GUIMARAES;Privada;91.300;88.300;86.400;100.000;;0.912;;;;;;;;;;;;;;;;;;;364.800;336.340;6.848;;;;;;;;;;6.200;;;;6.400;6.600
MG;Contagem;COLEGIO ESPIRITA PROFESSOR RUBENS COSTA ROMANELLI;Privada;85.300;62.500;95.000;100.000;;0.821;;;;;;;;;;;;;;;;;;;300.910;280.670;5.117;;;;;;;;;;4.200;;;;4.400;4.600
MG;Contagem;SEBRAE ESCOLA TECNICA DE FORMACAO GERENCIAL;Privada;86.500;67.600;96.700;100.000;;0.854;;;;;;;;;;;;;;;;;;;357.160;345.040;6.871;;;;;;;;;;5.900;;;;6.000;6.200
MG;Coromandel;COLEGIO OMEGA;Privada;97.600;100.000;97.000;95.000;;0.973;;;;;;;;;;;;;;;;;;;349.690;342.130;6.723;;;;;;;;;;6.500;;;;6.700;6.900
MG;Coronel Fabriciano;COLEGIO CATOLICA PADRE DE MAN;Privada;94.800;86.900;98.700;100.000;;0.948;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;Governador Valadares;COLEGIO FRANCISCANO IMACULADA CONCEICAO;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;330.320;336.030;6.359;;;;;;;;;;6.400;;;;6.500;6.700
MG;Governador Valadares;ESCOLA SESI ABILIO RODRIGUES PATTO;Privada;86.100;74.300;85.700;100.000;;0.854;;;;;;;;;;;;;;;;;;;354.260;352.070;6.936;;;;;;;;;;5.900;;;;6.100;6.300
MG;Ipatinga;FIBONACCI COLEGIO;Privada;91.700;92.800;89.300;93.400;;0.918;;;;;;;;;;;;;;;;;;;418.820;363.550;8.014;;;;;;;;;;7.400;;;;7.500;7.600
MG;Ipatinga;ESCOLA SESI RINALDO CAMPOS SOARES;Privada;92.200;85.300;91.400;100.000;;0.918;;;;;;;;;;;;;;;;;;;371.170;333.770;6.899;;;;;;;;;;6.300;;;;6.500;6.700
MG;Itaúna;COLEGIO CENECISTA EDUCARE DE ITAUNA;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;308.940;295.580;5.453;;;;;;;;;;5.500;;;;5.600;5.800
MG;Itaúna;COLEGIO CIDADE DE ITAUNA;Privada;94.600;88.000;100.000;95.800;;0.943;;;;;;;;;;;;;;;;;;;366.410;335.940;6.865;;;;;;;;;;6.500;;;;6.600;6.800
MG;Itaúna;ESCOLA SESI DARIO GONCALVES DE SOUZA;Privada;91.300;86.500;89.200;100.000;;0.915;;;;;;;;;;;;;;;;;;;388.040;348.030;7.350;;;;;;;;;;6.700;;;;6.900;7.000
MG;Ituiutaba;ESCOLA SESI DOLORES PERES GOMES DA SILVA;Privada;98.000;100.000;94.100;100.000;;0.980;;;;;;;;;;;;;;;;;;;348.430;328.830;6.506;;;;;;;;;;6.400;;;;6.500;6.700
MG;Juiz de Fora;COLEGIO DOS JESUITAS;Privada;97.800;95.200;98.700;100.000;;0.979;;;;;;;;;;;;;;;;;;;385.130;352.390;7.374;;;;;;;;;;7.200;;;;7.300;7.500
MG;Juiz de Fora;COLEGIO DOS SANTOS ANJOS;Privada;98.700;96.200;100.000;100.000;;0.987;;;;;;;;;;;;;;;;;;;366.810;351.820;7.108;;;;;;;;;;7.000;;;;7.200;7.300
MG;Juiz de Fora;COLEGIO PROF RICARDO MUSSE;Privada;86.500;83.300;79.100;94.600;;0.852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;Juiz de Fora;COLEGIO EQUIPE DE JUIZ DE FORA;Privada;92.300;90.500;88.300;100.000;;0.927;;;;;;;;;;;;;;;;;;;356.900;336.930;6.746;;;;;;;;;;6.300;;;;6.400;6.600
MG;Juiz de Fora;ESCOLA SESI LUIZ ADELAR SCHEUER;Privada;92.800;87.900;94.400;96.400;;0.928;;;;;;;;;;;;;;;;;;;374.740;323.940;6.802;;;;;;;;;;6.300;;;;6.500;6.600
MG;Lagoa da Prata;COLEGIO AGUIA DE PRATA;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;339.680;332.070;6.431;;;;;;;;;;6.400;;;;6.600;6.800
MG;Lavras;INST PRESBITERIANO GAMMON;Privada;94.700;90.500;93.500;100.000;;0.945;;;;;;;;;;;;;;;;;;;385.780;348.830;7.330;;;;;;;;;;6.900;;;;7.100;7.200
MG;Lavras;COLEGIO ADVENTISTA - FADMINAS;Privada;93.200;90.200;92.500;97.400;;0.933;;;;;;;;;;;;;;;;;;;326.600;330.000;6.217;;;;;;;;;;5.800;;;;6.000;6.200
MG;Lavras;COLEGIO UNIVERSITARIO PROFESSOR CANISIO IGNACIO LUNKES;Privada;90.700;91.900;92.100;86.400;;0.901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;Leopoldina;COL IMACULADA CONCEICAO;Privada;98.300;97.700;97.500;100.000;;0.984;;;;;;;;;;;;;;;;;;;369.280;331.490;6.838;;;;;;;;;;6.700;;;;6.900;7.000
MG;Manhuaçu;CEM - CENTRO EDUCACIONAL DE MANHUACU;Privada;92.700;82.400;100.000;100.000;;0.934;;;;;;;;;;;;;;;;;;;362.890;337.120;6.833;;;;;;;;;;6.400;;;;6.500;6.700
MG;Manhuaçu;COL CIDADE DE MANHUACU;Privada;99.100;100.000;100.000;96.900;;0.989;;;;;;;;;;;;;;;;;;;366.990;335.760;6.870;;;;;;;;;;6.800;;;;6.900;7.100
MG;Montes Claros;COLEGIO BERLAAR IMACULADA CONCEICAO;Privada;95.300;91.200;97.100;100.000;;0.960;;;;;;;;;;;;;;;;;;;337.230;318.870;6.199;;;;;;;;;;5.900;;;;6.100;6.300
MG;Muriaé;COL CIDADE DE MURIAE;Privada;98.300;100.000;100.000;95.000;;0.983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;Nova Era;ESCOLA NOVAERENSE DE ENSINO FUNDAMENTAL E MEDIO;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;348.230;341.550;6.693;;;;;;;;;;6.700;;;;6.800;7.000
MG;Nova Lima;ESCOLA DE FORMACAO GERENCIAL NOVA LIMA METODOLOGIA SEBRAE;Privada;97.800;98.300;94.600;100.000;;0.976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;Oliveira;COLEGIO DIAMANTE;Privada;98.400;100.000;96.200;100.000;;0.987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;Pará de Minas;COLEGIO TECNICO SAO FRANCISCO DE ASSIS;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;Passos;COLEGIO SAO FRANCISCO - UNIDADE II;Privada;99.100;97.100;100.000;100.000;;0.990;;;;;;;;;;;;;;;;;;;347.960;332.390;6.552;;;;;;;;;;6.500;;;;6.600;6.800
MG;Patos de Minas;COLEGIO NOSSA SENHORA DAS GRACAS;Privada;95.500;96.500;91.200;100.000;;0.958;;;;;;;;;;;;;;;;;;;370.490;342.690;7.023;;;;;;;;;;6.700;;;;6.900;7.000
MG;Pedro Leopoldo;ESCOLA SESI MARIA JOSE DALMEIDA MELLO;Privada;94.900;89.700;90.600;100.000;;0.932;;;;;;;;;;;;;;;;;;;377.010;350.020;7.224;;;;;;;;;;6.700;;;;6.900;7.000
MG;Perdões;NUCLEO DE APRENDIZAGEM INTEGRAL;Privada;95.200;89.500;100.000;92.900;;0.939;;;;;;;;;;;;;;;;;;;335.070;312.310;6.071;;;;;;;;;;5.700;;;;5.900;6.100
MG;Piumhi;INSTITUTO PERFIL DE EDUCACAO;Privada;98.200;97.600;100.000;97.000;;0.982;;;;;;;;;;;;;;;;;;;322.840;299.260;5.704;;;;;;;;;;5.600;;;;5.800;6.000
MG;Poços de Caldas;INSTITUTO EDUCACIONAL SAO JOAO DA ESCOCIA;Privada;96.900;93.900;97.200;100.000;;0.970;;;;;;;;;;;;;;;;;;;364.600;336.440;6.847;;;;;;;;;;6.600;;;;6.800;6.900
MG;Pouso Alegre;COLEGIO SAO JOSE;Privada;96.200;98.100;92.100;97.500;;0.958;;;;;;;;;;;;;;;;;;;385.310;346.300;7.285;;;;;;;;;;7.000;;;;7.100;7.300
MG;Pouso Alegre;INST DE EDUC E ENS POUSO ALEGRE;Privada;95.900;97.600;89.200;100.000;;0.954;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;Pouso Alegre;ESCOLA SESI ORLANDO CHIARINI;Privada;95.400;97.600;91.900;97.900;;0.957;;;;;;;;;;;;;;;;;;;388.460;346.380;7.331;;;;;;;;;;7.000;;;;7.200;7.300
MG;Pouso Alegre;COLEGIO FENIX POUSO ALEGRE -ENSINO FUNDAMENTAL ANOS FINAIS E ENSINO MEDIO;Privada;95.200;96.200;100.000;90.300;;0.953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;Sabará;ESCOLA SESI HANS SCHLACHER DE ENSINO MEDIO;Privada;95.100;86.100;100.000;100.000;;0.949;;;;;;;;;;;;;;;;;;;358.730;333.610;6.722;;;;;;;;;;6.400;;;;6.500;6.700
MG;Sabinópolis;ATUAL SISTEMA DE ENSINO;Privada;92.500;95.500;85.200;100.000;;0.931;;;;;;;;;;;;;;;;;;;363.790;336.090;6.830;;;;;;;;;;6.400;;;;6.500;6.700
MG;Santa Luzia;COL CRAMER;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;322.810;306.980;5.819;;;;;;;;;;5.800;;;;6.000;6.200
MG;Santa Luzia;COLEGIO MAXIMUS UNIDADE SANTA LUZIA;Privada;98.200;100.000;94.400;100.000;;0.981;;;;;;;;;;;;;;;;;;;349.380;336.980;6.641;;;;;;;;;;6.500;;;;6.700;6.800
MG;São Gonçalo do Sapucaí;ESCOLA SESI JOSE BENTO NOGUEIRA JUNQUEIRA;Privada;92.600;91.400;85.300;100.000;;0.918;;;;;;;;;;;;;;;;;;;374.840;337.670;7.009;;;;;;;;;;6.400;;;;6.600;6.800
MG;São João del Rei;ESCOLA SESI DOM BOSCO;Privada;97.400;94.700;100.000;94.700;;0.964;;;;;;;;;;;;;;;;;;;376.100;334.680;6.982;;;;;;;;;;6.700;;;;6.900;7.000
MG;São João del Rei;ESCOLA DE EDUCACAO BASICA E PROFISSIONAL DONA SINHA NEVES;Privada;90.800;85.300;90.300;98.300;;0.910;;;;;;;;;;;;;;;;;;;354.330;329.380;6.597;;;;;;;;;;6.000;;;;6.200;6.400
MG;São João Nepomuceno;ESCOLA SESI ROBSON BRAGA DE ANDRADE;Privada;95.300;90.000;96.700;100.000;;0.954;;;;;;;;;;;;;;;;;;;367.240;327.660;6.752;;;;;;;;;;6.400;;;;6.600;6.800
MG;Sete Lagoas;COLEGIO FRANCISCANO REGINA PACIS;Privada;98.000;97.200;97.900;100.000;;0.984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;Sete Lagoas;ESCOLA SESI OTONI ALVES COSTA;Privada;94.200;85.000;100.000;100.000;;0.944;;;;;;;;;;;;;;;;;;;389.440;345.870;7.337;;;;;;;;;;6.900;;;;7.100;7.200
MG;Sete Lagoas;COLEGIO ANGULO DE SETE LAGOAS;Privada;92.800;89.800;100.000;88.600;;0.925;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;Teófilo Otoni;ESCOLA PARTICULAR PEQUENO PRINCIPE;Privada;94.200;94.500;96.300;92.300;;0.943;;;;;;;;;;;;;;;;;;;346.410;335.250;6.574;;;;;;;;;;6.200;;;;6.400;6.500
MG;Timóteo;COLEGIO CATOLICA DE TIMOTEO;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;Três Corações;COLEGIO UNIAO DE ENSINO INFANTIL FUNDAMENTAL E MEDIO - COOPEC TC;Privada;99.100;97.300;100.000;100.000;;0.991;;;;;;;;;;;;;;;;;;;398.700;361.550;7.702;;;;;;;;;;7.600;;;;7.700;7.800
MG;Ubá;ESCOLA SESI JOSE ALENCAR GOMES DA SILVA;Privada;86.500;77.500;87.500;100.000;;0.874;;;;;;;;;;;;;;;;;;;367.740;333.990;6.854;;;;;;;;;;6.000;;;;6.200;6.300
MG;Uberaba;COLEGIO OSVALDO CRUZ;Privada;97.900;100.000;93.300;100.000;;0.977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MG;Uberaba;ESCOLA SESI ALBERTO MARTINS FONTOURA BORGES;Privada;97.000;92.500;100.000;100.000;;0.974;;;;;;;;;;;;;;;;;;;367.620;338.260;6.916;;;;;;;;;;6.700;;;;6.900;7.000
MG;Uberlândia;ESCOLA SESI GUIOMAR DE FREITAS COSTA;Privada;96.200;97.100;93.500;100.000;;0.968;;;;;;;;;;;;;;;;;;;381.430;350.770;7.298;;;;;;;;;;7.100;;;;7.200;7.300
MG;Uberlândia;COLEGIO RESSURREICAO NOSSA SENHORA;Privada;100.000;;;100.000;;1.000;;;;;;;;;;;;;;;;;;;370.820;344.380;7.053;;;;;;;;;;7.100;;;;7.200;7.300
MG;Uberlândia;COL NACIONAL;Privada;97.900;95.400;99.200;98.900;;0.978;;;;;;;;;;;;;;;;;;;332.020;302.060;5.875;;;;;;;;;;5.700;;;;5.900;6.100
MG;Varginha;LOGOS COLEGIO E CURSO - FORMACAO INTEGRAL DE ENSINO FUNDAMENTAL - ANOS FINAIS E ENSINO MEDIO;Privada;98.200;97.100;97.400;100.000;;0.981;;;;;;;;;;;;;;;;;;;351.810;330.540;6.579;;;;;;;;;;6.500;;;;6.600;6.800
MG;Vespasiano;ESCOLA SESI ANTONIO QUIRINO DA COSTA;Privada;96.000;97.400;87.500;100.000;;0.947;;;;;;;;;;;;;;;;;;;387.140;349.460;7.358;;;;;;;;;;7.000;;;;7.100;7.200
MG;Viçosa;COLEGIO ANGULO DE VICOSA;Privada;90.900;92.900;94.600;86.200;;0.911;;;;;;;;;;;;;;;;;;;372.100;337.560;6.969;;;;;;;;;;6.300;;;;6.500;6.700
ES;Aracruz;ESCOLA CASA DO ESTUDANTE;Privada;100.000;100.000;100.000;100.000;;1.000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ES;Aracruz;CE DE ARACRUZ;Privada;94.700;86.500;100.000;100.000;;0.951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ES;Aracruz;SESI ES - CENTRO DE ATIVIDADES SERGIO ROGERIO DE CASTRO;Privada;95.500;92.100;95.500;98.600;;0.953;;;;;;;;;;;;;;;;;;;343.000;315.080;6.224;;;;;;;;;;5.900;;;;6.100;6.300
